Title,Year,Age,IMDb,Rotten Tomatoes
s.w.a.t.,2017,16,70.0,70
a million little things,2018,16,79.0,70
for life,2020,16,76.0,70
battlestar galactica,1978,7,72.0,70
alfred hitchcock presents,1955,16,85.0,70
flashpoint,2008,16,77.0,70
the detour,2016,18,77.0,70
greek,2007,16,75.0,70
casual,2015,18,75.0,70
mary kills people,2017,18,75.0,70
mushi-shi,2005,16,85.0,70
baskets,2016,18,76.0,70
touch,2012,16,73.0,70
rurouni kenshin,1996,16,85.0,70
big sky,2020,16,67.0,70
the wrong mans,2013,18,78.0,70
chance,2016,18,77.0,69
the split,2018,18,77.0,69
make it or break it,2009,16,75.0,69
das boot,2018,18,74.0,69
legit,2013,18,82.0,69
breeders,2020,18,74.0,69
queen sugar,2016,16,76.0,69
drake & josh,2004,0,77.0,69
masterchef,2010,16,73.0,69
young rock,2021,16,71.0,69
the eric andre show,2012,18,86.0,69
animaniacs,1993,0,79.0,69
man seeking woman,2015,18,78.0,69
pretty little liars: the perfectionists,2019,16,70.0,69
yu yu hakusho,1992,16,84.0,69
lodge 49,2018,16,77.0,69
i am the night,2019,18,70.0,69
hey arnold!,1996,0,76.0,69
nos4a2,2019,16,67.0,69
the glades,2010,16,74.0,69
the bridge,2013,18,76.0,69
underground,2016,18,78.0,69
a teacher,2020,18,69.0,69
danny phantom,2004,7,71.0,69
sliders,1995,7,74.0,69
30 for 30,2009,7,88.0,69
life in pieces,2015,16,80.0,69
the amazing race,2001,7,76.0,68
pitch,2016,16,74.0,68
numb3rs,2005,7,69.0,68
roswell,1999,16,75.0,68
tyrant,2014,18,78.0,68
legends,2014,16,75.0,68
angie tribeca,2016,16,70.0,68
flcl,2000,18,82.0,68
rugrats,1991,0,74.0,68
fosse/verdon,2019,18,79.0,68
assassination classroom,2015,16,80.0,68
top chef,2006,16,76.0,68
ghost whisperer,2005,7,64.0,68
darker than black,2007,16,77.0,68
kaguya-sama: love is war,2019,16,84.0,68
ally mcbeal,1997,16,68.0,68
everything's gonna be okay,2020,16,73.0,68
psycho-pass,2012,18,82.0,68
the powerpuff girls,1998,7,73.0,68
"beverly hills, 90210",1990,16,64.0,68
friday night dinner,2011,18,81.0,68
wu-tang: an american saga,2019,18,82.0,68
hellsing ultimate,2006,18,83.0,68
claws,2017,18,74.0,68
marvel's m.o.d.o.k.,2021,18,63.0,68
shark tank,2009,7,76.0,68
ghost adventures,2008,13,75.0,67
miranda,2009,7,82.0,67
making it,2018,7,79.0,67
the son,2017,16,75.0,67
10 things i hate about you,2009,16,73.0,67
good trouble,2019,16,75.0,67
ben 10,2005,7,73.0,67
the mick,2017,16,78.0,67
wwe raw,1993,7,78.0,67
party of five,1994,7,68.0,67
overlord,2015,18,78.0,67
the path,2016,18,73.0,67
descendants of the sun,2016,16,83.0,67
single parents,2018,7,71.0,67
deadliest catch,2005,16,78.0,67
gangland undercover,2015,16,82.0,67
thundercats,1985,7,79.0,67
shiki,2010,18,77.0,67
rascal does not dream of bunny girl senpai,2018,16,82.0,67
jane eyre,2006,7,83.0,67
kitchen nightmares,2007,16,75.0,67
devious maids,2013,7,78.0,67
my wife and kids,2001,7,68.0,67
star vs. the forces of evil,2015,7,80.0,67
dark side of the ring,2019,16,88.0,67
high school dxd,2012,18,76.0,67
transplant,2020,16,79.0,67
apple tree yard,2017,16,72.0,67
9-1-1: lone star,2020,16,68.0,67
fruits basket,2019,7,86.0,66
siren,2018,7,70.0,66
holey moley,2019,7,69.0,66
diabolik lovers,2013,16,52.0,66
baby daddy,2012,16,74.0,66
digimon adventure,1999,7,73.0,66
the long road home,2017,18,75.0,66
black lagoon,2006,18,80.0,66
taken,2017,18,66.0,66
walker,2021,16,59.0,66
catfish: the tv show,2012,16,71.0,66
treadstone,2019,18,70.0,66
the incredible hulk,1977,7,70.0,66
"sabrina, the teenage witch",1996,0,67.0,66
x-men: evolution,2000,7,78.0,66
death parade,2015,18,79.0,66
next,2020,16,67.0,66
the pink panther,1964,0,76.0,66
golden time,2013,16,76.0,66
dollface,2019,18,74.0,66
taxi,1978,7,77.0,66
being mary jane,2014,16,75.0,66
drunk history,2013,16,78.0,65
twisted,2013,16,73.0,65
brothers and sisters,2006,16,73.0,65
breakout kings,2011,16,73.0,65
scott & bailey,2011,7,80.0,65
little britain,2003,18,76.0,65
law & order: organized crime,2021,16,76.0,65
pinky and the brain,1995,7,78.0,65
ergo proxy,2006,18,80.0,65
noragami,2014,16,79.0,65
primeval,2007,16,73.0,65
face off,2011,7,82.0,65
love island,2015,18,52.0,65
highlander: the series,1992,16,72.0,65
prison school,2015,18,76.0,65
good luck charlie,2010,0,70.0,65
medium,2005,16,70.0,65
fire force,2019,16,77.0,65
second chance,2016,16,75.0,65
american housewife,2016,7,74.0,65
the first,2018,18,67.0,65
reprisal,2019,18,75.0,65
mushoku tensei: jobless reincarnation,2021,16,83.0,64
the kids are alright,2018,7,79.0,64
remington steele,1982,7,72.0,64
saved by the bell,1989,0,70.0,64
the fades,2011,18,77.0,64
my teen romantic comedy snafu,2013,16,79.0,64
station 19,2018,16,67.0,64
new tricks,2003,7,78.0,64
the mary tyler moore show,1970,7,81.0,64
hill street blues,1981,16,81.0,64
monster musume: everyday life with monster girls,2015,18,67.0,64
the conners,2018,7,53.0,64
nypd blue,1993,16,76.0,64
csi: miami,2002,16,64.0,64
metalocalypse,2006,18,82.0,64
america's got talent,2006,7,58.0,64
fixer upper,2013,0,82.0,64
dci banks,2011,16,76.0,64
the future diary,2011,18,76.0,64
childrens hospital,2008,18,78.0,64
the first 48,2004,18,82.0,64
chopped,2009,0,75.0,64
sense and sensibility,2008,16,80.0,64
house hunters,1999,0,81.0,64
teenage mutant ninja turtles,2012,7,78.0,64
monogatari,2009,16,80.0,64
clique,2017,18,70.0,63
atlantis,2013,7,66.0,63
travel man: 48 hours in...,2015,7,83.0,63
chowder,2007,7,73.0,63
the hardy boys,2020,7,70.0,63
shots fired,2017,16,65.0,63
the familiar of zero,2006,16,70.0,63
the brady bunch,1969,0,67.0,63
four weddings and a funeral,2019,18,72.0,63
hamilton's pharmacopeia,2016,18,89.0,63
the new york times presents,2020,18,67.0,63
what's wrong with secretary kim,2018,0,81.0,63
the great north,2021,16,65.0,63
the ultimate fighter,2005,16,78.0,63
tiny toon adventures,1990,0,75.0,63
foster's home for imaginary friends,2004,7,76.0,63
the tonight show starring jimmy fallon,2014,16,72.0,63
barkskins,2020,18,73.0,63
river monsters,2009,7,81.0,63
the dick van dyke show,1961,0,83.0,63
yu-gi-oh! gx,2004,0,68.0,63
highschool of the dead,2010,18,72.0,63
the marvelous misadventures of flapjack,2008,7,78.0,63
difficult people,2015,18,70.0,63
reba,2001,7,65.0,63
the event,2010,16,70.0,62
american gothic,1995,7,81.0,62
garfield and friends,1988,7,73.0,62
home economics,2021,7,62.0,62
clannad after story,2009,7,86.0,62
bless this mess,2019,7,69.0,62
horrible histories,2009,7,88.0,62
grown-ish,2018,16,64.0,62
duncanville,2020,16,60.0,62
the guest book,2017,18,72.0,62
speechless,2016,7,76.0,62
intervention,2005,16,78.0,62
k.c. undercover,2015,0,62.0,62
the three stooges,1934,0,86.0,62
dragon ball gt,1996,7,68.0,62
melissa & joey,2010,16,70.0,62
the bob newhart show,1972,0,81.0,62
general hospital,1963,16,65.0,62
lupin the third,1971,16,79.0,62
charlotte,2015,16,76.0,62
mr. mayor,2021,16,63.0,62
murder in the first,2014,18,73.0,62
jersey shore: family vacation,2018,16,66.0,62
family matters,1989,0,66.0,62
24: legacy,2017,16,62.0,62
american ninja warrior,2009,7,68.0,62
seraph of the end,2015,13,75.0,62
brickleberry,2012,18,73.0,62
ghosted,2017,7,63.0,62
saving hope,2012,16,75.0,62
married at first sight,2014,7,62.0,61
the voice,2011,7,65.0,61
wings,1990,7,72.0,61
american pickers,2010,7,70.0,61
nightwatch,2015,16,88.0,61
gold rush,2010,7,73.0,61
the riches,2007,18,78.0,61
lark rise to candleford,2008,7,81.0,61
stan against evil,2016,16,73.0,61
homicide hunter: lt joe kenda,2011,16,88.0,61
rupaul's drag race: untucked,2010,16,78.0,61
the carmichael show,2015,7,77.0,61
moone boy,2012,16,81.0,61
tyler perry's the haves and the have nots,2013,16,60.0,61
perfect strangers,1986,7,72.0,61
the practice,1997,16,77.0,61
light as a feather,2018,16,66.0,61
burden of truth,2018,16,73.0,61
mister ed,1961,0,70.0,61
kamisama kiss,2012,7,81.0,61
mike tyson mysteries,2014,16,81.0,61
american gladiators,1988,7,65.0,61
my life as a teenage robot,2003,0,69.0,60
felicity,1998,16,68.0,60
expedition unknown,2015,7,82.0,60
rosewood,2015,16,67.0,60
the guardian,2001,7,74.0,60
jeremiah,2002,18,70.0,60
the secret of skinwalker ranch,2020,7,61.0,60
dharma & greg,1997,16,63.0,60
the real housewives of beverly hills,2010,16,51.0,60
the fall guy,1981,16,70.0,60
sealab 2021,2000,16,79.0,60
the incredible dr. pol,2011,7,86.0,60
whose line is it anyway? (uk),1988,7,82.0,60
the fruit of grisaia,2014,18,71.0,60
st. elsewhere,1982,7,79.0,60
ben 10: omniverse,2012,7,60.0,60
naked and afraid,2013,16,66.0,60
woke,2020,18,64.0,60
mr. pickles,2014,18,74.0,60
the moodys,2019,16,68.0,60
being erica,2009,16,75.0,60
dual survival,2010,16,75.0,60
dimension 404,2017,16,66.0,60
diff'rent strokes,1978,0,66.0,60
bad banks,2018,7,79.0,60
kojak,1973,16,71.0,60
robin of sherwood,1984,7,85.0,60
ranma ½,1989,16,79.0,60
mcleod's daughters,2001,16,72.0,60
life below zero,2013,7,80.0,60
mixed-ish,2019,7,62.0,60
mountain men,2012,7,73.0,60
baywatch,1989,7,53.0,60
shut eye,2016,18,73.0,59
dietland,2018,18,65.0,59
yona of the dawn,2014,16,81.0,59
the hustler,2021,7,77.0,59
man v. food,2008,0,73.0,59
teen titans go!,2013,7,54.0,59
designing women,1986,7,71.0,59
into the dark,2018,18,64.0,59
mobile suit gundam wing,2000,13,81.0,59
damien,2016,16,69.0,59
mistresses,2013,16,71.0,59
the lord of the skies,2013,16,68.0,59
snow white with the red hair,2015,16,78.0,59
the masked singer,2019,7,60.0,59
danganronpa: the animation,2013,18,69.0,59
hellsing,2001,18,79.0,59
fate/stay night,2006,18,73.0,59
uncle,2014,16,79.0,59
deadly women,2005,16,80.0,59
ironside,1967,7,69.0,59
d.gray-man,2006,16,77.0,59
space dandy,2014,16,81.0,59
songland,2019,7,80.0,59
running wild with bear grylls,2014,7,77.0,59
living single,1993,7,75.0,59
my 600-lb life,2012,16,66.0,59
naked and afraid xl,2015,16,74.0,59
popeye the sailor,1960,0,71.0,59
the thundermans,2013,0,58.0,59
90 day fiancé,2014,16,64.0,59
duck dynasty,2012,7,62.0,59
no man's land,2020,16,77.0,59
upstairs downstairs,2010,7,74.0,59
the bastard executioner,2015,18,62.0,59
the food that built america,2019,7,85.0,59
star,2016,16,67.0,59
saving grace,2007,18,76.0,59
full metal panic!,2002,16,77.0,58
america's funniest home videos,1989,7,62.0,58
log horizon,2013,16,77.0,58
son of zorn,2016,16,68.0,58
him & her,2010,16,78.0,58
world trigger,2014,16,75.0,58
clarence,2014,7,66.0,58
kenan,2021,7,56.0,58
mayo chiki!,2011,18,70.0,58
haven't you heard? i'm sakamoto,2016,16,72.0,58
hard sun,2018,18,66.0,58
dance moms,2011,7,47.0,58
gordon ramsay's 24 hours to hell and back,2018,16,73.0,58
x company,2015,16,77.0,58
step by step,1991,0,65.0,58
housebroken,2021,16,59.0,58
jimmy kimmel live!,2003,16,65.0,58
the cleveland show,2009,16,55.0,58
dice,2016,18,75.0,58
primeval: new world,2012,16,66.0,58
7th heaven,1996,7,52.0,58
cutthroat kitchen,2013,0,73.0,58
married,2014,18,71.0,58
land of honor,2014,16,80.0,58
the unxplained,2019,16,73.0,58
deadbeat,2014,16,74.0,58
alone together,2018,16,65.0,58
chivalry of a failed knight,2015,18,74.0,58
intruders,2014,18,67.0,58
kimi ni todoke: from me to you,2009,0,78.0,58
wwe friday night smackdown,1999,7,73.0,58
coronation street,1960,7,56.0,58
dirty sexy money,2007,7,72.0,58
kenichi: the mightiest disciple,2006,16,82.0,58
archangel,2005,18,65.0,58
persona 4 the animation,2011,7,76.0,58
melrose place,1992,16,58.0,57
shimoneta: a boring world where the concept of dirty jokes doesn't exist,2015,18,70.0,57
restaurant: impossible,2011,0,69.0,57
alias smith and jones,1971,7,76.0,57
justice league action,2016,7,76.0,57
packed to the rafters,2008,18,74.0,57
oh my venus,2015,16,78.0,57
banished,2015,18,74.0,57
bizarre foods with andrew zimmern,2006,7,77.0,57
blood blockade battlefront,2015,18,73.0,57
curious george,2006,0,72.0,57
guilty crown,2011,16,71.0,57
outlaw star,1998,16,79.0,57
the real housewives of new york city,2008,16,45.0,57
storage wars,2010,7,63.0,57
bluff city law,2019,16,68.0,57
bad girls club,2006,16,47.0,57
mchale's navy,1962,0,74.0,57
"doogie howser, m.d.",1989,7,65.0,57
house hunters international,2006,0,70.0,57
shark,2006,16,71.0,57
sasquatch,2021,18,62.0,57
the electric company,1971,0,81.0,57
akudama drive,2020,18,75.0,57
love & hip hop atlanta,2012,16,55.0,57
alaska: the last frontier,2011,16,77.0,57
sonic boom,2014,7,69.0,57
graves,2016,18,66.0,57
locked up abroad,2008,16,82.0,56
school rumble,2004,7,78.0,56
princess tutu,2002,16,81.0,56
date a live,2013,16,70.0,56
devil may cry,2007,16,71.0,56
masterchef junior,2013,0,67.0,56
utopia falls,2020,7,54.0,56
fear factor,2001,7,56.0,56
hellevator,2015,18,61.0,56
aesthetica of a rogue hero,2012,18,71.0,56
"drugs, inc.",2010,16,78.0,56
pure,2017,18,70.0,56
dr. pimple popper,2018,16,66.0,56
the biggest loser,2004,7,54.0,56
filthy rich,2020,16,62.0,56
grimgar of fantasy and ash,2016,16,74.0,56
bless the harts,2019,16,54.0,56
celebrity family feud,2008,7,63.0,56
xxxholic,2006,16,77.0,56
paradox,2009,16,70.0,56
worst cooks in america,2010,0,64.0,56
keeping up with the kardashians,2007,16,28.0,56
blossom,1990,0,60.0,56
taste the nation with padma lakshmi,2020,16,84.0,56
digimon tamers,2001,7,77.0,56
"bofuri: i don’t want to get hurt, so i’ll max out my defense.",2020,16,75.0,56
cake boss,2009,7,66.0,56
tyler perry's if loving you is wrong,2014,16,58.0,56
plastic memories,2015,16,74.0,56
love it or list it,2008,0,63.0,56
dragnet,1967,7,75.0,56
"say ""i love you.""",2012,16,74.0,56
rev.,2010,16,79.0,56
axe cop,2013,18,74.0,56
the secret life of the american teenager,2008,16,50.0,55
extreme ghostbusters,1997,7,69.0,55
ok k.o.! let's be heroes,2017,7,70.0,55
頭文字d first stage,1998,7,84.0,55
the firm,2012,16,71.0,55
the titan games,2019,0,70.0,55
attack on titan: junior high,2015,16,71.0,55
to love-ru,2008,18,69.0,55
rosario + vampire,2008,18,70.0,55
all saints,1998,16,71.0,55
fast n' loud,2012,16,75.0,55
upper middle bogan,2013,16,79.0,55
toilet-bound hanako-kun,2020,16,76.0,55
barbarians rising,2016,18,78.0,55
silk stalkings,1991,16,66.0,55
match game,1973,7,83.0,55
the most dangerous animal of all,2020,16,63.0,55
arifureta: from commonplace to world's strongest,2019,16,70.0,55
renegade,1992,16,60.0,55
disappeared,2009,7,80.0,55
my favorite martian,1963,0,73.0,55
wise man’s grandchild,2019,16,68.0,55
the slap,2015,16,76.0,55
90 day fiancé: before the 90 days,2017,16,68.0,55
love thy neighbor,2013,7,44.0,55
infinite stratos,2011,18,67.0,55
a certain scientific railgun,2009,16,76.0,55
taggart,1983,18,73.0,55
call me kat,2021,7,50.0,55
my love story!!,2015,16,78.0,55
digimon adventure:,2020,0,74.0,55
city homicide,2007,16,75.0,55
the lucy show,1962,7,72.0,55
bering sea gold,2012,0,66.0,55
dog with a blog,2012,0,49.0,55
beyond scared straight,2011,18,73.0,55
the smile has left your eyes,2018,0,77.0,55
bakuman。,2010,16,80.0,55
castaways,2018,7,64.0,55
iron chef america,2005,0,71.0,54
your pretty face is going to hell,2013,18,77.0,54
jersey shore,2009,16,36.0,54
tim and eric's bedtime stories,2014,18,78.0,54
id: invaded,2020,18,77.0,54
undercover boss,2010,7,58.0,54
sex&drugs&rock&roll,2015,16,71.0,54
vanished,2006,18,70.0,54
skin wars,2014,16,71.0,54
hollywood game night,2013,7,72.0,54
a christmas carol,2019,18,72.0,54
black narcissus,2020,18,58.0,54
pramface,2012,16,75.0,54
the lowe files,2017,7,69.0,54
kämpfer,2009,18,62.0,54
city so real,2020,16,75.0,54
american idol,2002,7,41.0,54
lincoln heights,2007,7,78.0,54
some girls,2012,16,77.0,54
the asterisk war,2015,16,69.0,54
nura: rise of the yokai clan,2010,16,76.0,54
find me in paris,2018,0,72.0,54
devils' line,2018,18,69.0,54
wander over yonder,2013,7,72.0,54
the qwaser of stigmata,2010,18,56.0,54
dream corp llc,2016,16,72.0,54
top gear,2010,7,54.0,54
swamp people,2010,7,62.0,54
haganai: i don't have many friends,2011,18,71.0,54
coupling,2000,7,36.0,53
witchblade,2006,18,71.0,53
the bachelor,2002,16,32.0,53
doc mcstuffins,2012,0,66.0,53
to tell the truth,2016,7,62.0,53
bachelor in paradise,2014,16,52.0,53
hikaru no go,2001,0,83.0,53
bring it!,2014,7,67.0,53
street outlaws,2013,7,67.0,53
accel world,2012,16,71.0,53
beat shazam,2017,16,60.0,53
eden of the east,2009,18,76.0,53
saints & sinners,2016,16,74.0,53
america's most wanted,1988,7,73.0,53
seed,2013,18,56.0,53
"i love you, america",2017,18,57.0,53
young hercules,1998,7,58.0,53
the commish,1991,16,71.0,53
vanderpump rules,2013,16,54.0,53
zeke and luther,2009,7,64.0,53
oreimo,2010,16,64.0,53
treehouse masters,2013,7,73.0,53
the real housewives of atlanta,2008,16,44.0,53
bedlam,2011,16,66.0,53
slayers,1995,7,75.0,53
the gong show,1976,7,69.0,53
kick buttowski: suburban daredevil,2010,7,66.0,53
the real housewives of potomac,2016,16,48.0,53
"good morning, miss bliss",1988,0,68.0,53
astra lost in space,2019,16,81.0,53
nurses,2020,7,57.0,52
feed the beast,2016,16,67.0,52
a wilderness of error,2020,18,65.0,52
devil may care,2021,18,60.0,52
handy manny,2006,0,56.0,52
deca-dence,2020,16,70.0,52
love island australia,2018,18,55.0,52
the circus,2016,16,70.0,52
wwe nxt,2010,7,78.0,52
trafficked with mariana van zeller,2020,16,84.0,52
hillary,2020,7,65.0,52
la patrona,2013,16,72.0,52
maison close,2010,18,66.0,52
shahs of sunset,2012,16,47.0,52
tanked,2011,7,66.0,52
little women: la,2014,16,56.0,52
quick draw,2013,16,77.0,52
food network star,2005,7,62.0,52
three sheets,2006,18,82.0,52
f*ck that's delicious,2016,18,80.0,52
blood-c,2011,18,63.0,52
unusual suspects,2010,16,76.0,52
food paradise,2007,0,81.0,51
black jesus,2014,18,69.0,51
itakiss,2008,16,74.0,51
the aliens,2016,7,61.0,51
webster,1983,0,57.0,51
getting on,2009,16,81.0,51
kono oto tomare!: sounds of life,2019,7,80.0,51
dante's cove,2005,18,59.0,51
freakish,2016,16,63.0,51
chuggington,2008,0,59.0,51
the hills,2006,7,36.0,51
the awesomes,2013,16,73.0,51
plunderer,2020,16,64.0,51
yu-gi-oh! 5d's,2008,13,68.0,51
too cute,2011,7,85.0,51
hollyoaks,1995,16,47.0,51
absolute duo,2015,18,64.0,51
total divas,2013,16,65.0,51
what would you do?,2008,7,72.0,51
born this way,2015,7,85.0,51
late night with seth meyers,2014,16,61.0,51
is this a zombie?,2011,18,71.0,51
flavor of love,2006,16,45.0,51
momma named me sheriff,2019,18,61.0,51
hunderby,2012,16,75.0,51
world of dance,2017,7,72.0,51
the driver,2014,16,70.0,51
in my skin,2020,16,76.0,51
rin-ne,2015,16,66.0,51
cults and extreme belief,2018,16,76.0,51
napoleon dynamite,2012,7,64.0,51
man up!,2011,7,66.0,51
blood lad,2013,16,71.0,51
the f word,2005,18,69.0,50
law & order true crime,2017,16,74.0,50
"the $100,000 pyramid",2016,16,62.0,50
stars align,2019,16,72.0,50
blast of tempest,2012,16,76.0,50
ask this old house,2002,0,78.0,50
east los high,2013,16,71.0,50
sister wives,2010,16,44.0,50
place to place,2012,7,67.0,50
the new detectives,1996,7,78.0,50
who the (bleep) did i marry?,2010,7,67.0,50
crossing swords,2020,18,66.0,50
baka and test: summon the beasts,2010,7,73.0,50
threesome,2011,18,76.0,50
maken-ki! battling venus,2011,18,61.0,50
sherman's showcase,2019,18,64.0,50
yashahime: princess half-demon,2020,16,72.0,50
outbreak company,2013,16,68.0,50
marriage boot camp: reality stars,2014,16,47.0,50
dagashi kashi,2016,16,62.0,50
fashion house,2006,18,64.0,50
i am frankie,2017,0,62.0,50
our cartoon president,2018,16,51.0,50
our last crusade or the rise of a new world,2020,16,64.0,49
the furchester hotel,2014,0,72.0,49
little mosque on the prairie,2007,7,57.0,49
the wallflower,2006,16,74.0,49
the real housewives of orange county,2006,16,41.0,49
married to medicine,2013,16,52.0,49
the real housewives of new jersey,2009,16,40.0,49
cold squad,1998,16,70.0,49
the murder of laci peterson,2017,16,74.0,49
uta no prince-sama,2011,16,67.0,49
alone: the beast,2020,7,58.0,49
stacked,2005,7,60.0,49
caillou,1998,0,40.0,49
snake city,2014,16,86.0,49
startalk with neil degrasse tyson,2015,0,78.0,49
wasted,2016,18,74.0,49
astro boy,1980,0,73.0,49
hetalia,2009,18,74.0,49
air gear,2006,18,72.0,49
press your luck,2019,7,61.0,49
恋と選挙とチョコレート,2012,18,66.0,49
black blood brothers,2006,16,71.0,49
the gumby show,1955,0,70.0,48
are you smarter than a 5th grader?,2007,7,49.0,48
jeopardy! the greatest of all time,2020,7,87.0,48
the strange calls,2012,18,74.0,48
victoria's secret fashion show,1999,18,81.0,48
card sharks,2019,7,52.0,48
the killer speaks,2013,16,74.0,48
nutri ventures – the quest for the 7 kingdoms,2013,0,78.0,48
call your mother,2021,7,52.0,48
toopy and binoo,2005,0,69.0,48
miz & mrs,2018,16,64.0,48
the loop,2006,16,74.0,48
weakest link,2001,7,54.0,48
property brothers: buying and selling,2012,0,71.0,48
breaking amish,2012,16,50.0,48
cleopatra in space,2020,0,68.0,48
mental samurai,2019,7,60.0,48
the adventures of paddington bear,1997,0,71.0,48
saved by the bell: the college years,1993,7,63.0,48
"demon lord, retry!",2019,16,68.0,48
don't,2020,16,58.0,48
uncle grandpa,2013,7,43.0,48
behind bars: rookie year,2015,16,78.0,48
black cat,2005,7,71.0,48
metástasis,2014,16,23.0,48
lucas bros moving co,2013,18,70.0,48
total bellas,2016,16,58.0,48
aria the scarlet ammo,2011,16,67.0,48
heartstrings,2011,16,72.0,47
dancing with the stars,2005,7,45.0,47
the other guy,2017,18,69.0,47
the kennedys,2015,7,73.0,47
holiday baking championship,2014,0,74.0,47
love & hip hop hollywood,2014,16,51.0,47
corpse princess,2008,7,69.0,47
the wall,2016,7,59.0,47
divorce court,1999,16,42.0,47
unikitty!,2017,7,56.0,47
sheriff callie's wild west,2013,0,65.0,47
miles from tomorrowland,2015,0,66.0,47
caribbean life,2014,0,69.0,47
psychic detective yakumo,2010,16,67.0,47
monster rancher,1999,7,71.0,47
big windup!,2007,7,77.0,47
duenos del paraiso,2015,16,69.0,47
to catch a smuggler,2012,7,70.0,47
fugget about it,2012,18,60.0,47
yu-gi-oh! arc-v,2014,7,63.0,47
bong appétit,2016,16,80.0,47
nosotros los guapos,2016,13,59.0,47
max steel,2000,7,63.0,47
"golan, the insatiable",2013,16,69.0,47
pinky dinky doo,2006,0,64.0,46
no guns life,2019,16,68.0,46
the first 48 presents: homicide squad atlanta,2019,16,83.0,46
hello kitty's furry tale theater,1987,0,64.0,46
space brothers,2012,16,81.0,46
little women: atlanta,2016,16,52.0,46
arte,2020,16,70.0,46
"ready, steady, wiggle!",2013,0,78.0,46
the hotwives of orlando,2014,16,75.0,46
"ruff-ruff, tweet and dave",2015,0,76.0,46
yu-gi-oh! zexal,2011,7,50.0,46
breadwinners,2005,7,25.0,46
soul eater not!,2014,16,57.0,46
the only way is essex,2010,16,31.0,46
mythbusters jr.,2019,7,69.0,46
cake,2019,18,62.0,46
major lazer,2015,18,76.0,46
nasa's unexplained files,2012,0,66.0,46
brothers conflict,2013,16,61.0,46
astroblast!,2014,0,66.0,46
urara meirocho,2017,16,74.0,46
hakumei and mikochi,2018,16,74.0,46
the new adventures of figaro pho,2015,0,73.0,45
when nature calls with helen mirren,2021,7,34.0,45
kono yuusha ga ore tueee kuse ni shinchou sugiru,2019,16,74.0,45
tiny house hunters,2014,0,62.0,45
street outlaws: memphis,2018,16,66.0,45
part of me,2014,16,84.0,45
lego friends,2012,0,63.0,45
flea market flip,2012,0,67.0,45
rock the block,2019,0,67.0,45
appare-ranman!,2020,16,69.0,45
the case that haunts me,2018,16,77.0,45
senryu girl,2019,7,70.0,45
alguien te mira,2010,7,74.0,45
all night,2018,16,59.0,45
long island medium,2011,7,48.0,45
kaleido star,2003,16,78.0,45
.hack,2002,7,69.0,45
the tower of druaga: the aegis of uruk,2008,7,67.0,45
psychic kids,2008,16,63.0,45
stone quackers,2014,18,68.0,45
wicked tuna: outer banks,2014,16,62.0,45
genius junior,2018,0,76.0,45
i love jenni,2011,7,83.0,45
vandread,2000,16,71.0,45
broken angel,2013,16,70.0,45
trolls: trollstopia,2020,7,71.0,45
blippi,2014,0,75.0,45
cardfight!! vanguard,2011,16,72.0,44
mrs. piggle-wiggle,1994,0,71.0,44
s·a特优生,2008,16,73.0,44
the millionaire matchmaker,2008,7,46.0,44
azur lane,2019,16,60.0,44
wwe main event,2012,7,64.0,44
house hunters renovation,2012,0,64.0,44
the dude perfect show,2016,7,67.0,44
endlings,2020,7,48.0,44
celebrity wheel of fortune,2021,7,73.0,44
the chew,2011,7,53.0,44
d.gray-man hallow,2016,16,76.0,44
ellen's game of games,2017,7,49.0,44
nina's world,2015,0,60.0,44
charlie rose,1991,0,75.0,44
love in the time of corona,2020,16,57.0,44
el fantasma de elena,2010,16,74.0,43
holly hobbie,2018,7,65.0,43
samurai harem,2009,18,60.0,43
negima!,2005,7,62.0,43
forged in fire: beat the judges,2020,7,86.0,43
spring baking championship,2015,0,69.0,43
nabari no ou,2008,16,65.0,43
name that tune,2021,7,49.0,43
my super sweet 16,2005,7,18.0,43
kendra on top,2012,7,36.0,43
i can see your voice,2020,7,57.0,43
hitler's last stand,2018,16,64.0,43
nightline,1980,7,57.0,43
lost gold of world war ii,2019,7,65.0,42
"underworld, inc.",2015,16,71.0,42
when sharks attack,2013,16,66.0,42
high school usa!,2013,18,64.0,42
pooch perfect,2021,7,37.0,42
the mighty ones,2020,7,75.0,42
garo: the animation,2014,0,67.0,42
arms alchemy,2006,18,69.0,42
where's waldo?,2020,0,75.0,42
blade dance of elementalers,2014,16,67.0,42
toddlers & tiaras,2009,7,18.0,42
60 days in: narcoland,2019,16,59.0,42
basilisk,2005,18,48.0,42
tree fu tom,2012,0,56.0,42
runaways,2012,16,79.0,42
madagascar: a little wild,2020,0,57.0,42
ny-lon,2004,18,74.0,42
wtf baron davis,2019,18,81.0,42
ancient top 10,2016,16,78.0,42
i am cait,2015,16,34.0,42
pickle & peanut,2015,7,43.0,41
infinite dendrogram,2020,16,58.0,41
jamie's quick & easy food,2017,0,84.0,41
aquarion,2005,18,65.0,41
inside the nfl,1977,7,69.0,41
gensomaden saiyuki,2000,16,74.0,41
swiss family robinson,1974,7,70.0,41
the toe bro,2019,16,79.0,41
anyone but me,2009,16,72.0,41
the dating guy,2009,18,35.0,41
celebs go dating,2016,18,56.0,41
planet sheen,2010,7,30.0,41
to loveる -とらぶる- ダークネス2nd,2012,16,72.0,41
good morning america,1975,0,45.0,41
who wants to be a millionaire,2020,16,61.0,41
